Reporting Area,MMWR Year,MMWR Week,"Lyme disease, Current week","Lyme disease, Current week, flag","Lyme disease, Previous 52 weeks Med","Lyme disease, Previous 52 weeks Med, flag","Lyme disease, Previous 52 weeks Max","Lyme disease, Previous 52 weeks Max, flag","Lyme disease, Cum 2014","Lyme disease, Cum 2014, flag","Lyme disease, Cum 2013","Lyme disease, Cum 2013, flag","Malaria, Current week","Malaria, Current week, flag","Malaria, Previous 52 weeks Med","Malaria, Previous 52 weeks Med, flag","Malaria, Previous 52 weeks Max","Malaria, Previous 52 weeks Max, flag","Malaria, Cum 2014","Malaria, Cum 2014, flag","Malaria, Cum 2013","Malaria, Cum 2013, flag","Meningococcal disease, invasive†, All serogroups, Current week","Meningococcal disease, invasive†, All serogroups, Current week, flag","Meningococcal disease, invasive†, All serogroups, Previous 52 weeks Med","Meningococcal disease, invasive†, All serogroups, Previous 52 weeks Med, flag","Meningococcal disease, invasive†, All serogroups, Previous 52 weeks Max","Meningococcal disease, invasive†, All serogroups, Previous 52 weeks Max, flag","Meningococcal disease, invasive†, All serogroups, Cum 2014","Meningococcal disease, invasive†, All serogroups, Cum 2014, flag","Meningococcal disease, invasive†, All serogroups, Cum 2013","Meningococcal disease, invasive†, All serogroups, Cum 2013, flag",Location 1,Location 2
WISCONSIN,2014,3,,-,12,,179,,,-,13,,,-,0,,3,,,-,1,,,-,0,,1,,,-,,-,"WISCONSIN
(44.3931903350005, -89.81636715299965)",
W.N. CENTRAL,2014,3,1,,3,,31,,1,,,-,,-,0,,3,,3,,3,,,-,0,,3,,1,,6,,,
IOWA,2014,3,,-,2,,27,,,-,,-,,-,0,,2,,,-,,-,,-,0,,1,,,-,,-,"IOWA
(42.469404401000475, -93.81648936699969)",
KANSAS,2014,3,,-,0,,4,,,-,,-,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"KANSAS
(38.34774033400049, -98.20077655499966)",
MINNESOTA,2014,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,2,,,-,3,,"MINNESOTA
(46.35564867700049, -94.79419697699967)",
MISSOURI,2014,3,,-,0,,3,,,-,,-,,-,0,,1,,1,,1,,,-,0,,2,,1,,2,,"MISSOURI
(38.63579372300046, -92.56629737199967)",
NEBRASKA,2014,3,1,,0,,2,,1,,,-,,-,0,,2,,1,,1,,,-,0,,1,,,-,,-,"NEBRASKA
(41.64104043900045, -99.36571864599966)",
NORTH DAKOTA,2014,3,,-,0,,5,,,-,,-,,-,0,,1,,1,,1,,,-,0,,1,,,-,,-,"NORTH DAKOTA
(47.47531738700047, -100.11842599699969)",
SOUTH DAKOTA,2014,3,,-,0,,1,,,-,,-,,-,0,,3,,,-,,-,,-,0,,1,,,-,1,,"SOUTH DAKOTA
(44.35313342000046, -100.37352811899967)",
S. ATLANTIC,2014,3,3,,36,,124,,18,,117,,4,,5,,16,,7,,16,,1,,1,,6,,7,,9,,,
DELAWARE,2014,3,1,,7,,23,,8,,17,,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"DELAWARE
(39.00883351400046, -75.57773943699965)",
DIST. OF COL.,2014,3,,N,0,,0,,,N,,N,,-,0,,2,,,-,1,,,-,0,,1,,,-,,-,"DIST. OF COL.
(39.52368635500045, -99.11415045099966)",
FLORIDA,2014,3,2,,2,,14,,3,,4,,1,,1,,3,,2,,4,,,-,1,,3,,3,,4,,"FLORIDA
(28.932042899000464, -81.92895558499964)",
GEORGIA,2014,3,,-,0,,4,,,-,,-,,-,1,,5,,,-,3,,,-,0,,2,,,-,1,,"GEORGIA
(32.83968004200045, -83.62757601199968)",
MARYLAND,2014,3,,-,18,,76,,5,,93,,2,,2,,10,,4,,8,,1,,0,,1,,1,,,-,"MARYLAND
(39.2905806980005, -76.60925970899967)",
NORTH CAROLINA,2014,3,,-,0,,32,,,-,,-,,-,0,,6,,,-,,-,,-,0,,2,,2,,3,,"NORTH CAROLINA
(35.46622388600048, -79.15924924699965)",
SOUTH CAROLINA,2014,3,,-,0,,2,,,-,,-,,-,0,,2,,,-,,-,,-,0,,1,,,-,,-,"SOUTH CAROLINA
(33.99882060100049, -81.04536765699964)",
VIRGINIA,2014,3,,-,2,,90,,,-,1,,1,,0,,4,,1,,,-,,-,0,,1,,1,,,-,"VIRGINIA
(37.54268075100049, -78.45788924199968)",
WEST VIRGINIA,2014,3,,-,2,,19,,2,,2,,,-,0,,1,,,-,,-,,-,0,,1,,,-,1,,"WEST VIRGINIA
(38.665511497000466, -80.71263935099967)",
E.S. CENTRAL,2014,3,,-,1,,9,,1,,3,,,-,1,,4,,2,,3,,,-,0,,2,,1,,3,,,
ALABAMA,2014,3,,-,0,,3,,,-,1,,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"ALABAMA
(32.84057327200048, -86.63185803899967)",
KENTUCKY,2014,3,,-,0,,9,,1,,1,,,-,0,,1,,,-,2,,,-,0,,1,,,-,1,,"KENTUCKY
(37.645973909000475, -84.77496612599964)",
MISSISSIPPI,2014,3,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,1,,,-,2,,"MISSISSIPPI
(32.74551123200047, -89.53802764499966)",
TENNESSEE,2014,3,,-,0,,3,,,-,1,,,-,0,,3,,2,,1,,,-,0,,1,,1,,,-,"TENNESSEE
(35.680943063000484, -85.77448642199965)",
W.S. CENTRAL,2014,3,,-,1,,5,,,-,,-,,-,1,,7,,,-,1,,,-,1,,3,,1,,,-,,
ARKANSAS,2014,3,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"ARKANSAS
(34.748651751000466, -92.27448794899965)",
LOUISIANA,2014,3,,-,0,,0,,,-,,-,,-,0,,1,,,-,1,,,-,0,,1,,1,,,-,"LOUISIANA
(31.312662564000448, -92.44567554599968)",
OKLAHOMA,2014,3,,-,0,,1,,,-,,-,,-,0,,3,,,-,,-,,-,0,,2,,,-,,-,"OKLAHOMA
(35.472034350000456, -97.52106845499969)",
TEXAS,2014,3,,-,1,,5,,,-,,-,,-,1,,5,,,-,,-,,-,0,,3,,,-,,-,"TEXAS
(31.827243635000457, -99.4267664729997)",
MOUNTAIN,2014,3,,-,2,,9,,,-,,-,,-,1,,6,,,-,3,,,-,0,,4,,,-,2,,,
ARIZONA,2014,3,,-,0,,3,,,-,,-,,-,0,,3,,,-,2,,,-,0,,3,,,-,,-,"ARIZONA
(34.865973091000455, -111.76380949799972)",
COLORADO,2014,3,,-,0,,0,,,-,,-,,-,0,,2,,,-,,-,,-,0,,1,,,-,1,,"COLORADO
(38.84384047000049, -106.13360888799969)",
IDAHO,2014,3,,-,0,,3,,,-,,-,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"IDAHO
(43.682630058000484, -114.3637261449997)",
MONTANA,2014,3,,-,0,,3,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"MONTANA
(47.066526051000494, -109.42441687999968)",
NEVADA,2014,3,,-,0,,2,,,-,,-,,-,0,,1,,,-,1,,,-,0,,1,,,-,,-,"NEVADA
(39.49324126500045, -117.07183978499972)",
NEW MEXICO,2014,3,,-,0,,3,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"NEW MEXICO
(34.52088247800049, -106.24057768899968)",
UTAH,2014,3,,-,0,,3,,,-,,-,,-,0,,2,,,-,,-,,-,0,,2,,,-,,-,"UTAH
(39.36070374600047, -111.5871285339997)",
WYOMING,2014,3,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,1,,"WYOMING
(43.23554147100049, -108.10982744299969)",
PACIFIC,2014,3,,-,3,,8,,,-,5,,,-,2,,8,,4,,3,,1,,2,,8,,8,,17,,,
ALASKA,2014,3,,-,0,,4,,,-,1,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"ALASKA
(64.84507923900048, -147.72205669099972)",
CALIFORNIA,2014,3,,-,1,,6,,,-,3,,,-,1,,7,,4,,3,,1,,2,,7,,2,,16,,"CALIFORNIA
(37.638640488000476, -120.99999889499969)",
HAWAII,2014,3,,N,0,,0,,,N,,N,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"HAWAII
(21.30485166200043, -157.85774691599974)",
OREGON,2014,3,,-,1,,3,,,-,1,,,-,0,,1,,,-,,-,,-,0,,3,,6,,1,,"OREGON
(44.567446178000466, -120.15502977999972)",
WASHINGTON,2014,3,,-,0,,2,,,-,,-,,-,0,,3,,,-,,-,,-,0,,5,,,-,,-,"WASHINGTON
(47.522287905000496, -120.47002746299972)",
AMER. SAMOA,2014,3,,N,,-,,-,,N,,N,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"AMER. SAMOA
(39.52368635500045, -99.11415045099966)",
C.N.M.I.,2014,3,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
(39.52368635500045, -99.11415045099966)",
GUAM,2014,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.355173397000442, 144.70297250000056)",
PUERTO RICO,2014,3,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"PUERTO RICO
(26.649497232000442, -98.34556876399967)",
VIRGIN ISL.,2014,3,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
(39.52368635500045, -99.11415045099966)",
UNITED STATES,2014,4,16,,348,,2174,,156,,833,,9,,24,,49,,44,,72,,6,,9,,21,,30,,60,,,
NEW ENGLAND,2014,4,,-,118,,878,,8,,258,,1,,2,,8,,2,,7,,,-,0,,3,,,-,5,,,
CONNECTICUT,2014,4,,-,29,,251,,2,,105,,,-,0,,0,,,-,,-,,-,0,,1,,,-,1,,"CONNECTICUT
(41.56266394200048, -72.64983753699966)",
MAINE,2014,4,,-,15,,99,,4,,16,,1,,0,,2,,2,,,-,,-,0,,1,,,-,1,,"MAINE
(45.254228663000504, -68.98502952999962)",
MASSACHUSETTS,2014,4,,-,36,,437,,2,,104,,,-,1,,4,,,-,5,,,-,0,,3,,,-,2,,"MASSACHUSETTS
(42.27687306500047, -72.08268985899963)",
NEW HAMPSHIRE,2014,4,,-,6,,91,,,-,22,,,-,0,,2,,,-,2,,,-,0,,1,,,-,,-,"NEW HAMPSHIRE
(43.6559537330005, -71.50035726399966)",
RHODE ISLAND,2014,4,,-,9,,54,,,-,1,,,-,0,,8,,,-,,-,,-,0,,1,,,-,1,,"RHODE ISLAND
(41.70828281900049, -71.52246918099962)",
VERMONT,2014,4,,-,8,,92,,,-,10,,,-,0,,3,,,-,,-,,-,0,,1,,,-,,-,"VERMONT
(43.62538292400046, -72.51763944499965)",
MID. ATLANTIC,2014,4,11,,176,,1004,,109,,403,,2,,8,,21,,15,,16,,1,,1,,7,,1,,6,,,
NEW JERSEY,2014,4,,-,46,,224,,5,,168,,,-,1,,5,,,-,5,,,-,0,,2,,,-,2,,"NEW JERSEY
(40.1305700530005, -74.27368565099965)",
NEW YORK,2014,4,6,,46,,257,,20,,15,,,-,1,,5,,1,,3,,1,,0,,3,,1,,1,,"NEW YORK
(42.82700023900048, -75.54396639699968)",
NEW YORK CITY,2014,4,,-,2,,39,,,-,2,,1,,4,,13,,11,,8,,,-,0,,2,,,-,2,,"NEW YORK CITY
(40.71426755700048, -74.00596858999967)",
PENNSYLVANIA,2014,4,5,,77,,540,,84,,218,,1,,1,,5,,3,,,-,,-,0,,3,,,-,1,,"PENNSYLVANIA
(40.79373106100047, -77.86069775999965)",
E.N. CENTRAL,2014,4,,-,17,,221,,8,,27,,1,,2,,8,,5,,10,,,-,0,,4,,,-,3,,,
ILLINOIS,2014,4,,-,2,,30,,,-,2,,,-,1,,5,,,-,5,,,-,0,,2,,,-,1,,"ILLINOIS
(40.48501278700047, -88.99770813999965)",
INDIANA,2014,4,,-,1,,13,,,-,,-,,-,0,,2,,,-,1,,,-,0,,1,,,-,2,,"INDIANA
(39.76691364600049, -86.14995579899966)",
MICHIGAN,2014,4,,-,2,,15,,2,,2,,,-,0,,2,,1,,2,,,-,0,,1,,,-,,-,"MICHIGAN
(44.66131575600048, -84.71438724399968)",
OHIO,2014,4,,-,1,,7,,,-,3,,1,,1,,3,,4,,1,,,-,0,,2,,,-,,-,"OHIO
(40.06021029700048, -82.40425685299965)",
WISCONSIN,2014,4,,-,13,,181,,6,,20,,,-,0,,3,,,-,1,,,-,0,,1,,,-,,-,"WISCONSIN
(44.3931903350005, -89.81636715299965)",
W.N. CENTRAL,2014,4,,-,3,,31,,1,,2,,,-,0,,3,,3,,4,,,-,0,,3,,1,,7,,,
IOWA,2014,4,,-,2,,27,,,-,,-,,-,0,,2,,,-,,-,,-,0,,1,,,-,,-,"IOWA
(42.469404401000475, -93.81648936699969)",
KANSAS,2014,4,,-,0,,4,,,-,1,,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"KANSAS
(38.34774033400049, -98.20077655499966)",
MINNESOTA,2014,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,2,,,-,3,,"MINNESOTA
(46.35564867700049, -94.79419697699967)",
MISSOURI,2014,4,,-,0,,3,,,-,1,,,-,0,,1,,1,,1,,,-,0,,2,,1,,3,,"MISSOURI
(38.63579372300046, -92.56629737199967)",
NEBRASKA,2014,4,,-,0,,2,,1,,,-,,-,0,,2,,1,,1,,,-,0,,1,,,-,,-,"NEBRASKA
(41.64104043900045, -99.36571864599966)",
NORTH DAKOTA,2014,4,,-,0,,5,,,-,,-,,-,0,,1,,1,,1,,,-,0,,1,,,-,,-,"NORTH DAKOTA
(47.47531738700047, -100.11842599699969)",
SOUTH DAKOTA,2014,4,,-,0,,1,,,-,,-,,-,0,,3,,,-,1,,,-,0,,1,,,-,1,,"SOUTH DAKOTA
(44.35313342000046, -100.37352811899967)",
S. ATLANTIC,2014,4,4,,36,,124,,27,,133,,3,,5,,16,,10,,24,,1,,1,,6,,8,,14,,,
DELAWARE,2014,4,1,,7,,23,,9,,23,,1,,0,,2,,1,,,-,,-,0,,1,,,-,,-,"DELAWARE
(39.00883351400046, -75.57773943699965)",
DIST. OF COL.,2014,4,,N,0,,0,,,N,,N,,-,0,,2,,,-,1,,,-,0,,1,,,-,,-,"DIST. OF COL.
(39.52368635500045, -99.11415045099966)",
FLORIDA,2014,4,1,,2,,14,,4,,5,,,-,1,,3,,2,,7,,1,,1,,3,,4,,7,,"FLORIDA
(28.932042899000464, -81.92895558499964)",
GEORGIA,2014,4,,-,0,,4,,,-,,-,,-,1,,5,,,-,4,,,-,0,,2,,,-,1,,"GEORGIA
(32.83968004200045, -83.62757601199968)",
MARYLAND,2014,4,1,,18,,76,,10,,101,,1,,2,,10,,5,,12,,,-,0,,1,,1,,,-,"MARYLAND
(39.2905806980005, -76.60925970899967)",
NORTH CAROLINA,2014,4,,-,0,,32,,,-,,-,,-,0,,6,,,-,,-,,-,0,,2,,2,,4,,"NORTH CAROLINA
(35.46622388600048, -79.15924924699965)",
SOUTH CAROLINA,2014,4,,-,0,,2,,,-,,-,,-,0,,2,,,-,,-,,-,0,,1,,,-,,-,"SOUTH CAROLINA
(33.99882060100049, -81.04536765699964)",
VIRGINIA,2014,4,1,,3,,107,,2,,2,,1,,0,,4,,2,,,-,,-,0,,1,,1,,,-,"VIRGINIA
(37.54268075100049, -78.45788924199968)",
WEST VIRGINIA,2014,4,,-,1,,19,,2,,2,,,-,0,,1,,,-,,-,,-,0,,1,,,-,2,,"WEST VIRGINIA
(38.665511497000466, -80.71263935099967)",
E.S. CENTRAL,2014,4,,-,1,,9,,2,,3,,1,,1,,4,,3,,4,,,-,0,,2,,1,,3,,,
ALABAMA,2014,4,,-,0,,3,,,-,1,,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"ALABAMA
(32.84057327200048, -86.63185803899967)",
KENTUCKY,2014,4,,-,0,,9,,1,,1,,1,,0,,1,,1,,2,,,-,0,,0,,,-,1,,"KENTUCKY
(37.645973909000475, -84.77496612599964)",
MISSISSIPPI,2014,4,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,1,,,-,2,,"MISSISSIPPI
(32.74551123200047, -89.53802764499966)",
TENNESSEE,2014,4,,-,0,,3,,1,,1,,,-,0,,3,,2,,2,,,-,0,,1,,1,,,-,"TENNESSEE
(35.680943063000484, -85.77448642199965)",
W.S. CENTRAL,2014,4,,-,1,,5,,,-,,-,,-,1,,7,,,-,1,,1,,1,,3,,4,,,-,,
ARKANSAS,2014,4,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"ARKANSAS
(34.748651751000466, -92.27448794899965)",
LOUISIANA,2014,4,,-,0,,0,,,-,,-,,-,0,,1,,,-,1,,,-,0,,1,,1,,,-,"LOUISIANA
(31.312662564000448, -92.44567554599968)",
OKLAHOMA,2014,4,,-,0,,1,,,-,,-,,-,0,,3,,,-,,-,,-,0,,2,,2,,,-,"OKLAHOMA
(35.472034350000456, -97.52106845499969)",
TEXAS,2014,4,,-,1,,5,,,-,,-,,-,1,,6,,,-,,-,1,,0,,3,,1,,,-,"TEXAS
(31.827243635000457, -99.4267664729997)",
MOUNTAIN,2014,4,1,,2,,9,,1,,1,,,-,1,,6,,1,,3,,,-,0,,4,,2,,3,,,
ARIZONA,2014,4,,-,0,,3,,,-,,-,,-,0,,3,,1,,2,,,-,0,,3,,1,,1,,"ARIZONA
(34.865973091000455, -111.76380949799972)",
COLORADO,2014,4,,-,0,,0,,,-,,-,,-,0,,2,,,-,,-,,-,0,,1,,1,,1,,"COLORADO
(38.84384047000049, -106.13360888799969)",
IDAHO,2014,4,1,,0,,3,,1,,1,,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"IDAHO
(43.682630058000484, -114.3637261449997)",
MONTANA,2014,4,,-,0,,3,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"MONTANA
(47.066526051000494, -109.42441687999968)",
NEVADA,2014,4,,-,0,,2,,,-,,-,,-,0,,1,,,-,1,,,-,0,,1,,,-,,-,"NEVADA
(39.49324126500045, -117.07183978499972)",
NEW MEXICO,2014,4,,-,0,,3,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"NEW MEXICO
(34.52088247800049, -106.24057768899968)",
UTAH,2014,4,,-,0,,3,,,-,,-,,-,0,,2,,,-,,-,,-,0,,2,,,-,,-,"UTAH
(39.36070374600047, -111.5871285339997)",
WYOMING,2014,4,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,1,,"WYOMING
(43.23554147100049, -108.10982744299969)",
PACIFIC,2014,4,,-,3,,8,,,-,6,,1,,2,,8,,5,,3,,3,,2,,8,,13,,19,,,
ALASKA,2014,4,,-,0,,4,,,-,1,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"ALASKA
(64.84507923900048, -147.72205669099972)",
CALIFORNIA,2014,4,,-,1,,6,,,-,4,,1,,1,,7,,5,,3,,,-,2,,6,,4,,18,,"CALIFORNIA
(37.638640488000476, -120.99999889499969)",
HAWAII,2014,4,,N,0,,0,,,N,,N,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"HAWAII
(21.30485166200043, -157.85774691599974)",
OREGON,2014,4,,-,1,,3,,,-,1,,,-,0,,1,,,-,,-,,-,0,,3,,6,,1,,"OREGON
(44.567446178000466, -120.15502977999972)",
WASHINGTON,2014,4,,-,0,,3,,,-,,-,,-,0,,3,,,-,,-,3,,0,,5,,3,,,-,"WASHINGTON
(47.522287905000496, -120.47002746299972)",
AMER. SAMOA,2014,4,,N,,-,,-,,N,,N,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"AMER. SAMOA
(39.52368635500045, -99.11415045099966)",
C.N.M.I.,2014,4,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
(39.52368635500045, -99.11415045099966)",
GUAM,2014,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.355173397000442, 144.70297250000056)",
PUERTO RICO,2014,4,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"PUERTO RICO
(26.649497232000442, -98.34556876399967)",
VIRGIN ISL.,2014,4,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
(39.52368635500045, -99.11415045099966)",
UNITED STATES,2014,5,31,,372,,2174,,254,,1059,,13,,25,,50,,74,,101,,6,,9,,21,,38,,79,,,
NEW ENGLAND,2014,5,,-,119,,878,,17,,330,,,-,2,,8,,4,,7,,1,,0,,3,,1,,5,,,
CONNECTICUT,2014,5,,-,30,,251,,7,,127,,,-,0,,0,,,-,,-,,-,0,,1,,,-,1,,"CONNECTICUT
(41.56266394200048, -72.64983753699966)",
MAINE,2014,5,,-,15,,99,,6,,22,,,-,0,,2,,2,,,-,,-,0,,1,,,-,1,,"MAINE
(45.254228663000504, -68.98502952999962)",
MASSACHUSETTS,2014,5,,-,36,,437,,4,,136,,,-,1,,4,,2,,5,,1,,0,,3,,1,,2,,"MASSACHUSETTS
(42.27687306500047, -72.08268985899963)",
NEW HAMPSHIRE,2014,5,,-,6,,91,,,-,32,,,-,0,,2,,,-,2,,,-,0,,1,,,-,,-,"NEW HAMPSHIRE
(43.6559537330005, -71.50035726399966)",
RHODE ISLAND,2014,5,,-,9,,54,,,-,1,,,-,0,,8,,,-,,-,,-,0,,0,,,-,1,,"RHODE ISLAND
(41.70828281900049, -71.52246918099962)",
VERMONT,2014,5,,-,8,,92,,,-,12,,,-,0,,3,,,-,,-,,-,0,,1,,,-,,-,"VERMONT
(43.62538292400046, -72.51763944499965)",
MID. ATLANTIC,2014,5,22,,186,,1004,,179,,506,,4,,8,,21,,25,,20,,,-,1,,7,,1,,8,,,
NEW JERSEY,2014,5,,-,46,,224,,15,,216,,,-,1,,5,,,-,7,,,-,0,,2,,,-,3,,"NEW JERSEY
(40.1305700530005, -74.27368565099965)",
NEW YORK,2014,5,10,,46,,258,,32,,21,,3,,1,,5,,5,,3,,,-,0,,3,,1,,2,,"NEW YORK
(42.82700023900048, -75.54396639699968)",
NEW YORK CITY,2014,5,,-,2,,40,,,-,3,,1,,4,,13,,15,,10,,,-,0,,2,,,-,2,,"NEW YORK CITY
(40.71426755700048, -74.00596858999967)",
PENNSYLVANIA,2014,5,12,,78,,539,,132,,266,,,-,1,,5,,5,,,-,,-,0,,3,,,-,1,,"PENNSYLVANIA
(40.79373106100047, -77.86069775999965)",
E.N. CENTRAL,2014,5,,-,17,,222,,10,,36,,,-,2,,8,,7,,13,,,-,0,,4,,,-,6,,,
ILLINOIS,2014,5,,-,2,,30,,,-,2,,,-,1,,5,,1,,5,,,-,0,,2,,,-,2,,"ILLINOIS
(40.48501278700047, -88.99770813999965)",
INDIANA,2014,5,,-,1,,13,,,-,,-,,-,0,,2,,,-,3,,,-,0,,1,,,-,3,,"INDIANA
(39.76691364600049, -86.14995579899966)",
MICHIGAN,2014,5,,-,2,,15,,2,,2,,,-,0,,2,,2,,3,,,-,0,,1,,,-,1,,"MICHIGAN
(44.66131575600048, -84.71438724399968)",
OHIO,2014,5,,-,1,,7,,,-,3,,,-,1,,3,,4,,1,,,-,0,,2,,,-,,-,"OHIO
(40.06021029700048, -82.40425685299965)",
WISCONSIN,2014,5,,-,13,,182,,8,,29,,,-,0,,3,,,-,1,,,-,0,,1,,,-,,-,"WISCONSIN
(44.3931903350005, -89.81636715299965)",
W.N. CENTRAL,2014,5,,-,3,,31,,1,,2,,,-,0,,3,,5,,5,,,-,0,,3,,1,,7,,,
IOWA,2014,5,,-,2,,27,,,-,,-,,-,0,,2,,2,,,-,,-,0,,1,,,-,,-,"IOWA
(42.469404401000475, -93.81648936699969)",
KANSAS,2014,5,,-,0,,4,,,-,1,,,-,0,,1,,,-,1,,,-,0,,1,,,-,,-,"KANSAS
(38.34774033400049, -98.20077655499966)",
MINNESOTA,2014,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,2,,,-,3,,"MINNESOTA
(46.35564867700049, -94.79419697699967)",
MISSOURI,2014,5,,-,0,,3,,,-,1,,,-,0,,1,,1,,1,,,-,0,,2,,1,,3,,"MISSOURI
(38.63579372300046, -92.56629737199967)",
NEBRASKA,2014,5,,-,0,,3,,1,,,-,,-,0,,2,,1,,1,,,-,0,,1,,,-,,-,"NEBRASKA
(41.64104043900045, -99.36571864599966)",
NORTH DAKOTA,2014,5,,-,0,,5,,,-,,-,,-,0,,1,,1,,1,,,-,0,,1,,,-,,-,"NORTH DAKOTA
(47.47531738700047, -100.11842599699969)",
SOUTH DAKOTA,2014,5,,-,0,,1,,,-,,-,,-,0,,3,,,-,1,,,-,0,,1,,,-,1,,"SOUTH DAKOTA
(44.35313342000046, -100.37352811899967)",
S. ATLANTIC,2014,5,8,,37,,176,,43,,171,,6,,5,,16,,17,,36,,3,,1,,6,,12,,20,,,
DELAWARE,2014,5,3,,7,,23,,15,,29,,,-,0,,2,,1,,,-,,-,0,,1,,,-,,-,"DELAWARE
(39.00883351400046, -75.57773943699965)",
DIST. OF COL.,2014,5,,N,0,,0,,,N,,N,,-,0,,2,,,-,1,,,-,0,,1,,,-,1,,"DIST. OF COL.
(39.52368635500045, -99.11415045099966)",
FLORIDA,2014,5,1,,2,,14,,5,,6,,1,,1,,3,,3,,8,,3,,1,,3,,7,,10,,"FLORIDA
(28.932042899000464, -81.92895558499964)",
GEORGIA,2014,5,,-,0,,4,,,-,4,,,-,1,,5,,,-,7,,,-,0,,2,,,-,2,,"GEORGIA
(32.83968004200045, -83.62757601199968)",
MARYLAND,2014,5,,-,19,,76,,14,,127,,4,,2,,10,,9,,20,,,-,0,,1,,1,,1,,"MARYLAND
(39.2905806980005, -76.60925970899967)",
NORTH CAROLINA,2014,5,3,,0,,32,,3,,,-,1,,0,,6,,1,,,-,,-,0,,2,,3,,4,,"NORTH CAROLINA
(35.46622388600048, -79.15924924699965)",
SOUTH CAROLINA,2014,5,,-,0,,2,,,-,,-,,-,0,,2,,,-,,-,,-,0,,1,,,-,,-,"SOUTH CAROLINA
(33.99882060100049, -81.04536765699964)",
VIRGINIA,2014,5,1,,4,,140,,4,,3,,,-,0,,4,,3,,,-,,-,0,,1,,1,,,-,"VIRGINIA
(37.54268075100049, -78.45788924199968)",
WEST VIRGINIA,2014,5,,-,1,,19,,2,,2,,,-,0,,1,,,-,,-,,-,0,,0,,,-,2,,"WEST VIRGINIA
(38.665511497000466, -80.71263935099967)",
E.S. CENTRAL,2014,5,,-,1,,9,,2,,3,,,-,1,,4,,4,,5,,1,,0,,2,,2,,3,,,
ALABAMA,2014,5,,-,0,,3,,,-,1,,,-,0,,1,,,-,1,,,-,0,,1,,,-,,-,"ALABAMA
(32.84057327200048, -86.63185803899967)",
KENTUCKY,2014,5,,-,0,,9,,1,,1,,,-,0,,1,,1,,2,,1,,0,,0,,1,,1,,"KENTUCKY
(37.645973909000475, -84.77496612599964)",
MISSISSIPPI,2014,5,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,1,,,-,2,,"MISSISSIPPI
(32.74551123200047, -89.53802764499966)",
TENNESSEE,2014,5,,-,0,,3,,1,,1,,,-,0,,3,,3,,2,,,-,0,,1,,1,,,-,"TENNESSEE
(35.680943063000484, -85.77448642199965)",
W.S. CENTRAL,2014,5,,-,1,,7,,,-,,-,,-,1,,7,,,-,3,,,-,1,,3,,4,,2,,,
ARKANSAS,2014,5,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"ARKANSAS
(34.748651751000466, -92.27448794899965)",
